	Domain	Phylum	Class	Order	Family	Genus	Species
ASV172	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia	D_3__Microtrichales	D_4__Ilumatobacteraceae	D_5__CL500-29 marine group	D_6__'Hevea brasiliensis' phytoplasma
ASV173	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria		
ASV174	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV175	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	
ASV176	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__uncultured	
ASV177	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	
ASV178	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Chitinophaga	D_6__Chitinophaga filiformis
ASV179	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV180	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Xanthobacteraceae		
ASV181	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
ASV182	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV183	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__uncultured	
ASV184	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae		
ASV185	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Nitrosomonadaceae	D_5__Ellin6067	
ASV186	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group	D_5__planctomycete WWH14	D_6__planctomycete WWH14
ASV187	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	
ASV188	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiales Incertae Sedis	D_5__Nordella	
ASV189	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Devosiaceae	D_5__Devosia	
ASV190	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Novosphingobium	
ASV191	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
ASV192	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__uncultured	D_6__uncultured proteobacterium
ASV193	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
ASV194	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae		
ASV195	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV196	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	D_6__Niastella gongjuensis
ASV197	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Mesorhizobium	
ASV198	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
ASV199	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Burkholderia-Caballeronia-Paraburkholderia	
ASV200	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	D_6__uncultured delta proteobacterium
ASV201	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
ASV202	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV203	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
ASV204	D_0__Bacteria	D_1__Nitrospirae	D_2__Nitrospira	D_3__Nitrospirales	D_4__Nitrospiraceae	D_5__Nitrospira	D_6__Nitrospira japonica
ASV205	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
ASV206	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Reyranellales	D_4__Reyranellaceae	D_5__Reyranella	D_6__uncultured marine bacterium
ASV207	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__uncultured	D_6__uncultured proteobacterium
ASV208	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Labraceae	D_5__Labrys	
ASV209	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	D_6__Niastella gongjuensis
ASV210	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Propionibacteriales	D_4__Nocardioidaceae	D_5__Aeromicrobium	
ASV211	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Sphingomonas	
ASV212	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales	D_4__bacterium LWQ8	D_5__bacterium LWQ8	D_6__bacterium LWQ8
ASV213	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Devosiaceae	D_5__Devosia	
ASV214	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Cupriavidus	
ASV215	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__CCD24	D_4__uncultured soil bacterium	D_5__uncultured soil bacterium	D_6__uncultured soil bacterium
ASV216	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Caulobacteraceae	D_5__Phenylobacterium	
ASV217	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__Bdellovibrio	D_6__Bdellovibrio sp. ETB
ASV218	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Xanthobacteraceae	D_5__Rhodoplanes	
ASV219	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	
ASV220	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Terrimonas	
ASV221	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Xanthobacteraceae	D_5__Rhodoplanes	D_6__uncultured proteobacterium
ASV222	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Novosphingobium	
ASV223	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales			
ASV224	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__SC-I-84		
ASV225	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	D_6__uncultured delta proteobacterium
ASV226	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Sphingobacteriales	D_4__Sphingobacteriaceae		
ASV227	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales	D_4__bacterium LWQ8	D_5__bacterium LWQ8	D_6__bacterium LWQ8
ASV228	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	D_6__uncultured delta proteobacterium
ASV229	D_0__Bacteria	D_1__Actinobacteria					
ASV230	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Nitrosomonadaceae	D_5__Ellin6067	
ASV231	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Caulobacteraceae	D_5__Phenylobacterium	
ASV232	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Novosphingobium	
ASV233	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiales Incertae Sedis	D_5__Nordella	
ASV234	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Caulobacteraceae	D_5__Asticcacaulis	D_6__Asticcacaulis solisilvae
ASV235	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Rhodocyclaceae		
ASV236	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	
ASV237	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Caulobacteraceae	D_5__Caulobacter	
ASV238	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Burkholderia-Caballeronia-Paraburkholderia	
ASV239	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Intrasporangiaceae	D_5__Terrabacter	
ASV240	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Ensifer	
ASV241	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales	D_4__uncultured		
ASV242	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV243	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae		
ASV244	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Propionibacteriales	D_4__Nocardioidaceae	D_5__Aeromicrobium	
ASV245	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__uncultured	
ASV246	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Xanthomonadales	D_4__Xanthomonadaceae	D_5__Luteimonas	
ASV247	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group		
ASV248	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group		
ASV249	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Gammaproteobacteria Incertae Sedis	D_4__Unknown Family	D_5__Acidibacter	
ASV250	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Xanthobacteraceae	D_5__Rhodoplanes	D_6__uncultured proteobacterium
ASV251	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV252	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Bacillaceae	D_5__Bacillus	
ASV253	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae		
ASV254	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Spirosomaceae	D_5__Dyadobacter	
ASV255	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Caulobacteraceae	D_5__Caulobacter	
ASV256	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Intrasporangiaceae	D_5__Terrabacter	
ASV257	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV258	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV259	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Xanthomonadales	D_4__Xanthomonadaceae	D_5__Lysobacter	
ASV260	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Xanthobacteraceae	D_5__uncultured	D_6__Rhodoplanes sp. Z2-YC6860
ASV261	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV262	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	
ASV263	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Propionibacteriales	D_4__Nocardioidaceae	D_5__Aeromicrobium	
ASV264	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	D_6__uncultured delta proteobacterium
ASV265	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Flavitalea	
ASV266	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Novosphingobium	
ASV267	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Rhodocyclaceae		
ASV268	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Micrococcaceae		
ASV269	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	D_6__Niastella gongjuensis
ASV270	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia	D_3__Microtrichales	D_4__Ilumatobacteraceae	D_5__CL500-29 marine group	D_6__'Hevea brasiliensis' phytoplasma
ASV271	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Caulobacteraceae	D_5__Phenylobacterium	
ASV272	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Micropepsales	D_4__Micropepsaceae	D_5__uncultured proteobacterium	D_6__uncultured proteobacterium
ASV273	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Flavitalea	
ASV274	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Caulobacteraceae	D_5__Caulobacter	
ASV275	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Chitinophaga	D_6__Chitinophaga filiformis
ASV276	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Xanthomonadales	D_4__Xanthomonadaceae	D_5__Luteimonas	
ASV277	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae		
ASV278	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Devosiaceae	D_5__Devosia	
ASV279	D_0__Bacteria	D_1__Chloroflexi	D_2__Chloroflexia	D_3__Chloroflexales	D_4__Roseiflexaceae	D_5__uncultured	D_6__uncultured Chloroflexaceae bacterium
ASV280	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Bacillaceae	D_5__Bacillus	
ASV281	D_0__Bacteria	D_1__Chloroflexi	D_2__Chloroflexia	D_3__Chloroflexales	D_4__Roseiflexaceae	D_5__uncultured	D_6__uncultured Chloroflexaceae bacterium
ASV282	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae		
ASV283	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV284	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	
ASV285	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria		
ASV286	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group	D_5__planctomycete WWH14	D_6__planctomycete WWH14
ASV287	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales			
ASV288	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Xanthobacteraceae	D_5__uncultured	D_6__Rhodoplanes sp. Z2-YC6860
ASV289	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__uncultured	D_6__uncultured Flavisolibacter sp.
ASV290	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Caulobacteraceae	D_5__Caulobacter	
ASV291	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Burkholderia-Caballeronia-Paraburkholderia	
ASV292	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Burkholderia-Caballeronia-Paraburkholderia	
ASV293	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae		
ASV294	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Frankiales	D_4__Nakamurellaceae	D_5__Nakamurella	D_6__Nakamurella multipartita DSM 44233
ASV295	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	
ASV296	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Micrococcaceae		
ASV297	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__uncultured	D_6__uncultured Ralstonia sp.
ASV298	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Nitrosomonadaceae	D_5__Ellin6067	
ASV299	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV300	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	
ASV301	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__uncultured	
ASV302	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Xanthomonadales	D_4__Xanthomonadaceae		
ASV303	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	D_6__Niastella gongjuensis
ASV304	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Propionibacteriales	D_4__Nocardioidaceae	D_5__Aeromicrobium	
ASV305	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
ASV306	D_0__Bacteria	D_1__Chloroflexi	D_2__Chloroflexia	D_3__Chloroflexales	D_4__Roseiflexaceae	D_5__uncultured	D_6__uncultured Chloroflexaceae bacterium
ASV307	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Massilia	
ASV308	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	
ASV309	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	
ASV310	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales			
ASV311	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Caulobacteraceae	D_5__Phenylobacterium	
ASV312	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
ASV313	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
ASV314	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Microscillaceae	D_5__uncultured	D_6__Bacteroidetes bacterium CHC2
ASV315	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	
ASV316	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Xanthomonadales	D_4__Xanthomonadaceae	D_5__Lysobacter	
ASV317	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae		
ASV318	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Micrococcaceae		
ASV319	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Bacillaceae	D_5__Bacillus	
ASV320	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Sphingomonas	
ASV321	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Parasegetibacter	D_6__Parasegetibacter terrae
ASV322	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Burkholderia-Caballeronia-Paraburkholderia	
ASV323	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Massilia	
ASV324	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Sphingomonas	
ASV325	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	
ASV326	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	
ASV327	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales	D_4__uncultured	D_5__metagenome	D_6__metagenome
ASV328	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales			
ASV329	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Blastocatellales	D_4__Blastocatellaceae		
ASV330	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Micrococcaceae		
ASV331	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	
ASV332	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
ASV333	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Micropepsales	D_4__Micropepsaceae	D_5__uncultured	D_6__uncultured forest soil bacterium
ASV334	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales	D_4__bacterium LWQ8	D_5__bacterium LWQ8	D_6__bacterium LWQ8
ASV335	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Intrasporangiaceae	D_5__Terrabacter	
ASV336	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Solibacterales	D_4__Solibacteraceae (Subgroup 3)	D_5__Bryobacter	
ASV337	D_0__Bacteria	D_1__Nitrospirae	D_2__Nitrospira	D_3__Nitrospirales	D_4__Nitrospiraceae	D_5__Nitrospira	D_6__Nitrospira japonica
ASV338	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Novosphingobium	
ASV339	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Labraceae	D_5__Labrys	
ASV340	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Niastella	
